id,Smiles,Tg,Tm,Eg
9589,[*]CCOC(=O)CCCCCCCCC(=O)O[*],,,6.8048
965,[*]Oc1cc(ccc1)Oc1cc(ccc1)NC(=O)c1cc(ccc1)Oc1cc(ccc1)Oc1cc(ccc1)C(=O)Nc1cc(ccc1)[*],137.5,,
3250,[*]Oc1ccc(cc1)C(=Nc1ccc(cc1)N=C(c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)[*])(C)C)C)C,161.0,,
9142,[*]CC([*])CCc1ccc(C)cc1,,,5.1686
565,[*]C(C[*])CCCCCCCCCI,-6.0,,
4804,[*]Nc1ccc(cc1)NC(=O)c1c(ccc(c1)c1cc(c(cc1)C(=O)OC)C(=O)[*])C(=O)OC,234.2,,
10865,[*]C#Cc1cc(OCCCCCCCC)c(C#Cc2ccc([*])s2)cc1OCCCCCCCC,,,2.283
10565,[*]Oc1ccc(S(=O)(=O)NCCNS(=O)(=O)c2ccc([*])cc2)cc1,,,4.6084
5139,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCCCCCCCCCCCOC(=O)[*])cc1,46.8,163.81,
11209,[*]C(=O)NCCCCCCNC(=O)c1cc(O)cc([*])n1,,,4.8984
3786,[*]Oc1ccc(cc1)Oc1ccc(cc1)C=NCCCCCCCCCCCCN=Cc1ccc(cc1)[*],118.0,,
12195,[*]NC(C=C1)=CC=C1OC(=S)[*],,,3.7435
97,[*]C(C[*])c1ccc(cc1)C(CCCC)(O)C,82.5,,
9982,[*]NC1CCCC1C([*])=O,,,5.8804
2462,[*]C(C[*])C(=O)OCCCCCCCCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(CCCCCC)C,50.0,,
10898,[*]c1cc(OCCCC)c([*])s1,,,3.0691
7128,[*]C1OCc2cc3c(cc2CO1)COC(OC3)CCCCCCCC(=O)NCCCCCCCNC(=O)CCCCCCC[*],,243.0,
10780,[*]OC1C(O)C([*])OC(CO)C1O,,,6.8487
8759,[*]Sc1ccc(cc1)C=Nc1ccc(cc1)c1ccc(cc1)N=Cc1ccc(cc1)[*],,300.0,
2886,[*]c1oc2c(n1)ccc(c2)c1ccc2c(oc(n2)CCCCCCCCCC[*])c1,64.0,209.0,
35,[*]C(C[*])C1CC(CCC1)C,141.0,315.5,
8811,[*][Si](c1ccc(cc1)[*])(c1ccc(cc1)C#C[Si](C)(C)C)C,,137.25,
10773,[*]Oc1cccc2c(OC3(F)C([*])(F)C(F)(F)C3(F)F)cccc12,,,3.9081
688,[*]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)Cc1ccc(cc1)[*],184.52,,
648,[*]Oc1ccc(cc1)C(=O)OC(=O)c1ccc(cc1)OCCCCC[*],53.0,184.5,
1250,[*]Oc1c(cc(cc1)C(c1cc(c(cc1)OC(=O)c1ccc(cc1)C(=O)[*])Cl)(C)C)Cl,190.0,,
9276,[*]CCO[*],,,5.5372
4369,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCCCCCCCC(=O)[*])C(=O)OCCCCCC,19.46,,
7524,[*]NC(=O)c1ccc(cc1)C(=O)NCCCC[*],,368.3333333,
12354,[*]CC(C)(C[*])CN(C)CC1C2CC3CC(C2)CC1C3,,,4.7692
4018,[*]Oc1ccc(cc1)c1ccc(cc1)Oc1c(c(c(c(c1F)F)COC(c1cc(ccc1)C(OCc1c(c(c(c(c1F)F)[*])F)F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)F)F,110.0,,
6795,[*]OS(=O)(=O)c1c(ccc(c1)S(=O)(=O)Oc1c(cc(cc1)C1(CCCCC1)c1cc(c(cc1)[*])C)C)C,141.0,,
2443,[*]C(C[*])(C(=O)OCCCCOc1ccc(cc1)C(=O)Oc1ccc(cc1)OC)C,45.0,,
10030,[*]Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C([*])=O)cc4)cc3)c(C)c2C)cc1,,,3.4851
8646,[*]S(=O)(=O)CCCCCS(=O)(=O)CCCCCC[*],,223.0,
10346,[*]CC(CC([*])(C#N)C#N)c1ccc(Cl)cc1,,,4.6797
8209,[*]OC(COC(=O)Cc1ccc(cc1)CC(=O)[*])C,,40.0,
10443,[*]C(C)C([*])C(=O)OC,,,6.2685
11035,[*]OC(C)CCOC(=O)CCCCCC([*])=O,,,6.5798
8853,[*]c1ccc(cc1)/C=C/c1c(cc(c(c1)CCCCCCCCC)/C=C/[*])CCCCCCCCC,,326.0,
10,[*]C(C[*])(C)C,-65.41,52.14,
12097,[*]CC(=S)CC(=S)[*],,,2.5423
12103,[*]CC(=S)OC(=S)[*],,,3.3702
8842,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc3c(cc2)ccc(c3)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)[*])cc1,,460.0,
10446,[*]CC([*])C(=O)NCCO,,,4.8564
8018,[*]OC(=O)c1cc(ccc1)C(=O)OCCCCCCCCCCCCCCCCCCCC[*],,47.5,
6564,[*]N(CC(CCCCC(C[*])O)O)c1ccc(cc1)N(C)C,72.0,,
4284,[*]Oc1ccc(cc1)OC(=O)c1c(cc(cc1)C(=O)[*])Sc1ccc(cc1)Cl,140.0,308.0,
5022,[*]Nc1cc(cc(c1)C(=O)Nc1c2C(=O)c3c(C(=O)c2ccc1)cccc3)NC(=O)Nc1ccc(cc1)NC(=O)[*],190.0,,
332,[*]C(C[*])C(=O)OC(CC)C,-20.4,127.5,
220,[*]C([*])O,137.0,,6.4482
1660,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)[*])cc1,233.75,315.0,
1754,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)[*])cc1,199.0,330.0,
8668,[*]S(=O)(=O)c1ccc(cc1)C(=O)NCCCC(CCCNC(=O)c1ccc(cc1)[*])(C)C,,268.0,
11457,[*]c1ccc2c(c1)C(=O)N(c1cc(N3C(=O)c4ccc(C([*])(C(F)(F)F)C(F)(F)F)cc4C3=O)c(O)cc1O)C2=O,,,2.7003
9683,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCC(=O)O[*],,,6.8416
10557,[*]OC1CCC(C=C)CC1[*],,,5.6824
7666,[*]OC([*])CCC(=O)OC,,150.0,6.1873
10836,[*]c1ccc(-c2csc(-c3cccc(-c4nc([*])cs4)n3)n2)cc1,,,3.3649
11733,[*]Nc1nc([*])nc(Cl)n1,,,4.4996
12322,[*]Oc8ccc(C7(c5ccc(OC(=O)c4ccc(C3(c1ccc(C([*])=O)cc1)OC(=O)c2ccccc23)cc4)cc5)OC(=O)c6ccccc67)cc8,,,4.0362
492,[*]C(C[*])C(=O)OCC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,-68.0,,
1525,[*]Nc1cc(cc(c1)c1c(=O)oc2c(cccc2)n1)NC(=O)c1ccc(cc1)C(=O)[*],103.0,,
7447,[*]NC(=O)CCCCCCCCCCC(=O)NCCCCCCCCCCCC[*],,179.95,
846,[*]c1nc2c(nc1)cc(cc2)c1cc2c(nc(cn2)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)[*])cc1,195.0,,
1663,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)[*])cc1,189.33,,
9624,[*]CCCCCCCCOC(=O)CCCCCCC(=O)O[*],,,6.7527
6277,[*]N1C(=O)c2c(C1=O)cc(cc2)C(c1cc2c(C(=O)N(C2=O)CCCCCCCCCCCC[*])cc1)(C(F)(F)F)C(F)(F)F,100.0,,
12075,[*]CC(=O)C(C=C1)=CC=C1O[*],,,4.1635
10834,[*]Cc1nc(-c2ccc(-c3csc([*])n3)cc2)cs1,,,3.8894
2593,[*]C(C[*])(C(=O)Oc1ccc(cc1)C(=O)C=Cc1cc(c(cc1)OC)OC)C,137.0,,
3327,[*]Oc1cc(ccc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)c1ccc(cc1)[*],190.0,388.0,
659,[*]O[Si](O[Si](O[Si](O[Si](O[Si](c1ccc(cc1)Oc1ccc(cc1)[Si]([*])(C)C)(C)C)(C)C)(C)C)(C)C)(C)C,-65.0,,
7474,[*]NC(=O)CCCCCCCCCCCCCCCCCCC(=O)NCCCCCCCC[*],,179.0,
12240,[*]COC(=O)NCCNC[*],,,5.81
3728,[*]c1sc(nn1)c1cc(ccc1)OCCCCCCCCCCCOC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCCCOc1ccc(cc1)[*],49.5,120.0,
11529,[*]CCCCCCOC(=O)OCCCCCCCCOC(=O)OCCCCCCn1c(=O)c2cc3c(=O)n([*])c(=O)c3cc2c1=O,,,3.7768
12035,[*]CC(C=C1)=CC=C1CC(=S)[*],,,3.2973
8012,[*]OC(=O)c1c(cccc1)c1c(cccc1)C(=O)OCCOCC[*],,72.0,
5243,[*]N1C(=O)c2c(C1=O)c(c(c(c2c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)c1c(c2c(C(=O)N(C2=O)c2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)[*])c(c1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,238.0,,
8143,[*]OC(C([*])C)(C)C,,188.0,
1340,[*]NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)NCC1CCC(CC1)C[*],236.0,311.0,
10675,[*]CCCCCCOC(=O)OCCCCCCOC(=O)OCCCCCCOc1ccc(C(=O)c2ccc(O[*])cc2)cc1,,,4.1722
4310,[*]OC(=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)C(=O)OCCCCCC[*],60.0,,
6542,[*]c1nc2c(c(c1)c1ccccc1)cc(cc2)c1cc2c(nc(cc2c2ccccc2)c2ccc(cc2)C2(c3ccccc3c3ccccc23)c2ccc(cc2)[*])cc1,420.0,,
10840,[*]c1ccc([*])s1,,,1.6203
2660,[*]C(C[*])(C(=O)OCCCCCCCCCCn1c2ccc(cc2c2ccccc12)C=C(C(=O)OC)C#N)C,58.0,,
8564,[*]Oc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)c1ccc(cc1)C=Nc1ccc(cc1)OCCCCCCOC(=O)NCCCCCCNC(=O)OCCCCCC[*],,185.4,
2947,[*]Oc1ccc(cc1)NC(=O)CCCCCC(=O)Nc1ccc(cc1)OCC(COc1ccc(cc1)C(c1ccc(cc1)OCC(C[*])O)(C)C)O,116.0,,
6265,[*]N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2ccc(cc2)[*])cc1,286.0,,
7731,[*]OC(=O)CCC(=O)OCC(C[*])(CC)CC,,46.0,
2252,[*]C(=C([*])C)[Si](C[Si](C)(C)C)(C)C,200.0,,
5610,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2cc3c(cc2)ccc(c3)OC(=O)[*])cc1,246.0,,
5927,[*]c1cc2c(C(=O)N(C2=O)c2c(cc(c(c2C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(c(cc2)c2c(cc(cc2)NC(=O)[*])C)C)C)C)cc1,259.0,,
2117,[*]C(CCCCC[*])C,-66.0,,
12411,[*]CC([*])(C)C(=O)OCC[N+](=O)[O-],,,4.7247
7914,[*]OC(=O)NCCCCCCNC(=O)OCC#CC#CC[*],,149.0,
3470,[*]OCCOCCOCCCNC(=O)CNC(=O)C(NC(=O)C(NC(=O)CCCCCCCCC(=O)NC(C(=O)NC(C(=O)NCC(=O)NCCC[*])C(C)C)Cc1ccccc1)Cc1ccccc1)C(C)C,58.0,213.0,
10494,[*]c1ccc2c(c1)Cc1cc([*])ccc1-2,,,3.7772
9691,[*]CCCCCCCCCCCCCCCCCCCCOC(=O)CCCCCCCCC(=O)O[*],,,6.784
4784,[*]Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1)C(=O)[*])C(=O)OCCCCCCCCCCCC,228.5,,
7871,[*]OC(=O)COCC(=O)OCCOCCOCC[*],,-4.5,
4075,[*]OC(C[*])COC(OCC)C,-67.0,,
1698,[*]c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Cc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)[*])cc1,241.33,,
10932,[*]c1cccc(-c2ccc(-c3ccc([*])s3)s2)n1,,,2.8359
8706,[*]SC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)SCCCCCCCCCC[*],,207.5,
6254,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(=O)c2cc(ccc2)[*])cc1,232.0,,
5134,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)OCCCCCCCOC(=O)[*])cc1,77.0,167.925,
10588,[*]OC1CC(c2ccccc2)CC([*])O1,,,5.8678
6599,[*]c1ccc2n(c3c(c2c1)cc(cc3)c1cc2C(c3c(c2cc1)ccc(c3)[*])(CCCCCC)CCCCCC)c1ccc(cc1)C,155.0,,
10008,[*]CCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N[*],,,5.7457
2074,[*]OS(=O)(=O)c1cc(ccc1)C(=O)c1cc(ccc1)S(=O)(=O)Oc1ccc(cc1)C(c1ccc(cc1)[*])(C)C,122.0,200.0,
7001,[*]C(C[*])C(=O)C(C)(C)C,,145.0,
9889,[*]CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N[*],,,5.9794
10624,[*]COC(=O)OCC1OC(C)(C)OC1[*],,,6.6512
1988,[*]O[Si](O[Si]([*])(c1c(c(c(c(c1F)F)F)F)F)C)(C)C,-65.0,,
4452,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCCCCCCCC(=O)[*])C(=O)OC(CC)C,36.0,,
4794,[*]Nc1c(cc(cc1)NC(=O)c1ccc(cc1)NC(=O)CCCCCCCCC(=O)Nc1ccc(cc1)C(=O)[*])C(=O)OCCCCCCCCCCCCCCCCCC,280.0,,
5930,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)C(=O)c2ccc(cc2)Oc2ccc(cc2)[*])cc1,253.0,,
2177,[*]C(C[*])c1ccc(cc1)[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C,114.0,,
4447,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCC(=O)[*])C(=O)OC(CC)C,75.0,,
1215,[*]OC(=O)c1cc(ccc1)C(=O)OCC(C(C(C[*])(F)F)(F)F)(F)F,23.5,104.0,
618,[*]OC(=O)CCCCCCCC(=O)OCCOCC[*],-71.0,-33.5,
9198,[*]CC([*])(C)C(=O)OCCBr,,,5.9262
3417,[*]c1oc(nn1)c1sc(cc1CCCCCCCC)c1oc(nn1)c1c(cc(c(c1)OCCCCCCCC)[*])OCCCCCCCC,124.3,,
5210,[*]c1cc2c(C(=O)N(C2=O)c2cc(ccc2)S(=O)(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)[*])cc1,263.33,,
6584,[*]c1ccc2n(c3c(c2c1)cc(cc3)C=Cc1ccc(cc1)c1n(c(nn1)c1ccc(cc1)C=C[*])c1ccccc1)CCCCCCCC,147.0,,
5229,[*]N1C(=O)c2c(C1=O)cc(cc2)[Si](c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Cc2cc(ccc2)[*])cc1)(C)C,238.0,,
6438,[*]OC(=O)OCC(C(C[*])OC(=O)Oc1ccc(cc1)C(=O)OC)OC(=O)Oc1ccc(cc1)C(=O)OC,51.38,,
9955,[*]CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO[*])cc1,,,5.142
8583,[*]Oc1ccc(cc1)OC(=O)c1cc(ccc1)Sc1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)Sc1cc(ccc1)C(=O)[*],,311.0,
10353,[*]CC([*])Cn1cc2ccccc2n1,,,3.9074
3153,[*]c1nnc(nc1c1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)[*])c1ncccc1,230.0,,
9883,[*]CCCCCCCNC(=O)CCCCCCCC(=O)N[*],,,5.8296
8029,[*]OC(=O)c1cc(ccc1)c1cc(ccc1)C(=O)OCCOCC[*],,72.0,
12081,[*]CC(=O)C(=S)C(S1)=CC=C1[*],,,2.5515
6514,[*]N=P([*])(Oc1ccc(cc1)CC)Oc1ccc(cc1)CC,-18.0,,
11831,[*]CC(O)C(O)CN([*])c1ccc(N(C)C)cc1,,,3.7705
8882,[*]c1n(c(nn1)CCCCCCCC[*])N,,257.0,
136,[*]C(C[*])c1ccc(cc1)OCCC(C)C,57.0,,
8266,[*]OCCCC(=O)NCc1ccc(cc1)CNC(=O)CCCCCCCCCC[*],,220.0,
9066,[*]n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCCCCC(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCCCCCCC[*],,239.0,
4811,[*]Nc1ccc(cc1)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[*])(C)C,300.0,,
7741,[*]OC(=O)CCCC(=O)OCC(C(C(C(C[*])(F)F)(F)F)(F)F)(F)F,,40.0,
9916,[*]CC1CCC(CNC(=O)CCCC(=O)N[*])CC1,,,6.0036
4176,[*]c1ncc(cc1)c1sc(c(c1)CCCCCCCC)c1ccc(cc1)c1sc(cc1CCCCCCCC)[*],16.2,,
8411,[*]Oc1c2c(ccc1)ccc(c2)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)[*],,300.0,
9237,[*]CC([*])(C#N)C(=O)OC(C)C,,,6.4883
2467,[*]C(C[*])(C(=O)OCCCc1ccc(cc1)N=Nc1ccc(cc1)OC(F)(F)F)C,211.5,,
930,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1c2c(ccc1)c(ccc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(c2ccc(cc2)C(c2ccc(cc2)[*])(C)C)(C)C)cc1,253.0,,
11837,[*]c1ccc([*])c2nc(CC)c(CC)nc12,,,3.3743
8361,[*]Oc1c(cc(cc1)C=C1C(=O)C(=Cc2cc(c(cc2)OCCCCC[*])OC)CC(C1)C(C)(C)C)OC,,110.0,
6840,[*]c1ccc(cc1)c1ccc(cc1)C(=Cc1c(cc(c(c1)OC)C=C([*])c1ccc(cc1)F)OC)c1ccc(cc1)F,201.0,,
12426,[*]c1cc(CC(=O)OCCN(CC)c2ccc(N=Nc3ccc([N+](=O)[O-])cc3)cc2)c([*])s1,,,2.2179
7978,[*]OC(=O)Nc1ccc(cc1)NC(=O)OCCN(CC[*])CCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC,,65.0,
8505,[*]Oc1ccc(cc1)C(=O)OCCOC(=O)CCCCCC[*],,55.0,
2586,[*]C(C[*])(C(=O)OCc1cc(c(cc1)Cl)Cl)C,34.45,,
285,[*]C(C[*])OC(=O)c1ccc(cc1)[N+](=O)[O-],122.0,,
7994,[*]OC(=O)c1c(cccc1)C(=O)OCCCCC[*],,6.75,
2237,[*]C(C[*])OC(=O)C(Cl)(Cl)Cl,59.0,,
6864,[*]c1cc2C(c3c(c2cc1)ccc(c3)c1c(cc(c(c1)CCCCCCCC)[*])CCCCCCCC)(CCCCCC)CCCCCC,74.5,,
355,[*]C(C[*])C(=O)OCC(C(OC(F)(F)F)(F)F)(F)F,-55.0,,
798,[*]OC(=O)COCC[*],-13.81,105.1536,
9446,[*]CCOCCOCCOCCOCCOc1ccc(C=C(C)c2ccc(O[*])cc2)cc1,,,3.9391
9091,[*]CC([*])CC(C)C,,,6.7394
8732,[*]SCCCCSCCCCC[*],,67.0,
9729,[*]CCCCOC(=O)CC(=O)O[*],,,6.6946
12140,[*]C(=O)C(S1)=CC=C1C(C=C2)=CC=C2C(S3)=CC=C3[*],,,2.5282
3881,[*]OC(C[*])COCOCC(C)([N+](=O)[O-])[N+](=O)[O-],-17.5,,
985,[*]Oc1c(cc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)c1ccc(cc1)Oc1ccc(cc1)NC(=O)c1ccc(cc1)[*])c1ccccc1,232.0,,
2556,[*]C(C[*])C(=O)OCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,42.0,,
1657,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)[*])cc1,363.0,,
10882,[*]c1sc([*])c(OC)c1OC,,,4.1637
8232,[*]OCC(=O)NCCNC(=O)COCC[*],,168.0,
4377,[*]Oc1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)[*])(C)C,220.0,,
11849,[*]Nc1cc(F)c([*])cc1F,,,3.4723
6631,[*]N(CC[*])C(=O)c1c(cc(cc1F)F)F,135.0,,
5543,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(C(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)[*])C)cc1,313.0,,
2615,[*]C(C[*])(C(=O)OCCCCCCOc1ccc(cc1)N=Nc1ccncc1)C,40.0,,
403,[*]C(C[*])(C(=O)OCCCCCCCCCC)C,-64.5,,
11135,[*]CC(=O)NC(C)C(=O)O[*],,,5.8615
10521,[*]CCCCCCCC(=O)OC1COC([*])OC1,,,6.6422
9560,[*]CCCCCCOC(=O)SSC(=O)O[*],,,5.2035
5572,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C(=O)OCCCCCCCC)c2c(cc(cc2Br)[*])C(=O)OCCCCCCCC)Br)cc1,135.5,,
4429,[*]OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCCCCCCCCCC[*],38.5,102.0,
8233,[*]OCC(C[*])(CBr)CBr,,220.0,
11062,[*]CC(CCl)(CCl)COC(=O)CCCCCCCCC(=O)O[*],,,6.9205
6607,[*]O[Si](CCCN=C1c2c(ccc(c2C(=NCCC[Si]([*])(C)C)c2ccccc12)O)O)(C)C,7.5,,
12440,[*]CCCCCCCCCCCCCCCC[N+](C)(C)CCCCCC[N+]([*])(C)C,,,0.1771
10021,[*]CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc([*])nc4c3)ccc2o1,,,4.6818
11227,[*]NNC(=O)CCCCCCCCCCCCCCCCC([*])=O,,,5.9847
1552,[*]OC(=O)Nc1cc(c(cc1)C)NC(=O)OCCC[*],6.0,,
11873,[*]c1ccc2c([*])c(-c3ccccc3)[nH]c2c1,,,3.6113
10758,[*]c1ccc(-c2nnc([*])o2)c(OCCCCC)c1,,,3.0444
8171,[*]OC(C[*])COc1ccc(cc1)OC,,154.5,
12058,[*]CCC(=O)C(S1)=CC=C1[*],,,3.959
3416,[*]Oc1ccc(cc1)C(=O)c1cc(ccc1)c1cc(ccc1)C(=O)c1ccc(cc1)[*],123.0,,
7034,[*]C(C[*])CC(CC)(C)C,,350.0,
5045,[*]N1C(=O)c2c(C1=O)cc(cc2)C(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)c1cc2c(C(=O)N(C2=O)CCCC[*])cc1,126.0,394.0,
1224,[*]OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCCCCC[*],50.83,135.0,
1211,[*]OC(=O)c1cc(ccc1)C(C(C(C(C(c1cc(ccc1)C(=O)OCC(C(C(C[*])(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,19.83,125.0,
5501,[*]c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)C(c2ccc(cc2)NC(=O)[*])(C(F)(F)F)C(F)(F)F)C)C)cc1,318.0,,
5266,[*]OC(=O)NC(=O)c1cc(ccc1)C(=O)NC(=O)OCC(C[*])CCCCCCCC,65.0,,
9765,[*]CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O[*],,,7.0209
365,[*]C(C[*])(C(=O)OCC(C)C)C,54.04,,
7874,[*]OC(=O)CSC(=O)NCCCCCCNC(=O)SCC(=O)OCC[*],,100.5,
3965,[*]Oc1c(cc(cc1OC)C=Cc1ccc(cc1)C=Cc1ccc(cc1)C=Cc1cc(c(c(c1)OC)OCCCCCCCC[*])OC)OC,78.7,,
8404,[*]Oc1c(cccc1)OC(=O)c1c(cccc1)C=Cc1ccc(cc1)C=Cc1c(cccc1)C(=O)[*],,300.0,
1845,[*]C1C(=O)OC(=O)C(C1)C[*],140.0,,
9768,[*]CCCCOC(=O)C1CCC(C(=O)O[*])CC1,,,6.3839
11683,[*]Oc1ccc(C(=O)c2ccc(OC(=O)OC3C(C)(C)C(OC([*])=O)C3(C)C)cc2)cc1,,,4.4802
11983,[*]C(S1)=CC=C1OC(S2)=CC=C2O[*],,,3.7097
11113,[*]CCCCCCCCCCCCCCCCOC(=O)CC=CCC(=O)O[*],,,5.8517
11619,[*]c1ccc(SSc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,,,2.3111
6999,[*]C(C[*])/C=C/C,,5.0,
4638,[*]Oc1ccc(cc1)C(=Cc1ccc(cc1)c1ccc(cc1)C=C(c1ccc(cc1)OC(=O)CCCCC(=O)[*])c1ccccc1)c1ccccc1,128.0,,
4610,[*]OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC(C[*])(CC)C,99.0,,
7769,[*]OC(=O)CCCCC(=O)OCCNC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCC[*],,304.5,
8669,[*]S(=O)(=O)c1ccc(cc1)C(=O)NCCCCCCNC(=O)c1ccc(cc1)[*],,310.0,
8061,[*]OC(=O)c1ccc(cc1)C(=O)NCCCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCCCC[*],,258.0,
10530,[*]OCC(F)(F)C(F)(F)C(F)(F)COc1nc(F)nc([*])c1F,,,5.4692
4852,[*]Nc1ccc(cc1)C(c1ccc(cc1)NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[*])(P1(=O)c2ccccc2c2ccccc2O1)P1(=O)c2ccccc2c2ccccc2O1,235.0,,
4117,[*]c1sc(cc1)c1sc(cc1)c1sc(cc1)c1sc(cc1)[Si]([Si]([*])(CCCC)CCCC)(CCCC)CCCC,-1.0,,
4128,[*]c1sc(cc1CCCCCCCCCCCC)c1sc(c(c1)CCCCCCCCCCCC)c1ccc(cc1)[*],59.6,,
10691,[*]Oc1ccc(NC(=O)c2ccc(Oc3ccc(C(=O)Nc4ccc([*])cc4)c(C(=O)O)c3)cc2C(=O)O)cc1,,,3.3446
364,[*]C(C[*])(C(=O)OC(CC)C)C,59.67,,
