id,Smiles,Tg,Tm,Eg
5237,[*]N1C(=O)c2c(C1=O)c(c(c(c2c1ccccc1)c1ccccc1)c1ccc(cc1)Oc1ccc(cc1)c1c(c2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)[*])c(c1c1ccccc1)c1ccccc1)c1ccccc1)c1ccccc1,399.0,,
734,[*]Oc1c(cc(cc1)C(c1cc(c(cc1)OCC(C[*])O)Cl)(C)C)Cl,85.0,,
2265,[*]C(=C[*])c1ccc(cc1)n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)C#C,420.0,,
5193,[*]N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1cc2c(C(=O)N(C2=O)CCCCCC(=O)Nc2ccc(cc2)NC(=O)CCCCC[*])cc1,200.0,,
3974,[*]c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(c(c1CCCCCC)CCCCCC)C=CC1=CC(=C(C#N)C#N)C=C(O1)C=Cc1sc(c(c1CCCCCC)CCCCCC)[*])CCCCCC,130.0,,
7648,[*]Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)NCCCCCCCCCCCCCCNC(=O)[*],,229.0,
6117,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(ccc(c2)C(c2cc(c(cc2)OCc2cc(cc(c2)OCCN(c2ccc(cc2)C=CC2=CC(=C(C#N)C#N)CC(C2)(C)C)C)OCCN(c2ccc(cc2)C=CC2=CC(=C(C#N)C#N)CC(C2)(C)C)C)[*])(C(F)(F)F)C(F)(F)F)OCc2cc(cc(c2)OCCN(c2ccc(cc2)C=CC2=CC(=C(C#N)C#N)CC(C2)(C)C)C)OCCN(c2ccc(cc2)C=CC2=CC(=C(C#N)C#N)CC(C2)(C)C)C)cc1,178.0,,
6021,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2cc(cc(c2)C(F)(F)F)Oc2c(cc(cc2C)c2cc(c(c(c2)C)Oc2cc(cc(c2)C(F)(F)F)[*])C)C)cc1,252.2,,
3305,[*]Oc1ccc(cc1)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)[*],251.0,,
10808,[*]CCNC(=O)c1cccc(O[*])c1,,,4.5918
8971,[*]c1sc(cc1)C(=O)NCCCCCCCCNC(=O)[*],,304.0,
5333,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc3c(cc2)ccc(c3)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)C(c2ccc(cc2)Oc2ccc(cc2)NC(=O)[*])(C)C)cc1,250.0,,
11946,[*]C=Cc1cc(OCCCCCC)c([*])cc1OC,,,2.3505
808,[*]Oc1cc(ccc1)NC(=O)CCCCCCCCCCC(=O)Nc1ccc(cc1)[*],110.0,150.0,
5328,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc3c(cc2)ccc(c3)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2cc(ccc2)NC(=O)[*])cc1,286.0,,
3414,[*]Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(cccc1)c1c(cccc1)C(=O)c1ccc(cc1)[*],229.0,,
11811,[*]NC1=CC(=O)C([*])=CC1=O,,,1.9466
11093,[*]OC1CCC(C2CCC(OC(=O)CCCCCCCCCCC([*])=O)CC2)CC1,,,6.4832
1351,[*]NC(=O)CCCCCCCCCC(=O)NCCc1ccc(cc1)CC[*],96.0,275.0,
1765,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)[*])cc1,248.75,,
6357,[*]C1C2C(C(=O)N(C2=O)c2ccc(cc2)Cl)C(C1)C=C[*],226.3,,
3046,[*]c1c(nc2c(n1)cc(cc2)Oc1ccc(cc1)NC(=O)c1cc(cc(c1)N1C(=O)c2c(C1=O)c(c(c(c2Cl)Cl)Cl)Cl)C(=O)Nc1ccc(cc1)Oc1cc2c(nc(c(n2)c2ccc(cc2)Oc2ccc(cc2)[*])c2ccccc2)cc1)c1ccccc1,295.0,,
1079,[*]OC(=O)CCC(=O)OCCCC[*],-22.65,114.2330556,
12170,[*]NC(S1)=CC=C1C(C=C2)=CC=C2C(=S)[*],,,3.3567
400,[*]C(C[*])C(=O)OCCCCCCCCC,-89.0,,
2542,[*]C(C[*])(C(=O)OCc1ccc2n(c3c(c2c1)cccc3)CCCCCCCC)C,45.0,,
4684,[*]NC(=O)CCC(c1ccc(cc1)C(CCC(=O)NCCCCCC[*])(C)C)(C)C,92.0,,
12262,[*]C(F)(F)C(F)(F)CC(=O)[*],,,5.5534
149,[*]C(C[*])c1c(ccc(c1)Br)OC,86.0,,
3665,[*]Oc1c(cc(cc1)Oc1ccc(cc1)NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)[*])C(C)(C)C,208.0,,
7142,[*]C=CCCCC[*],,51.0,5.7726
799,[*]C1OCC(CO1)(COC(=O)CCCCCCC[*])C,-26.0,81.0,
12259,[*]C(F)(F)C(F)(F)C(C=C1)=CC=C1C(=S)[*],,,3.118
5764,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)c2ccc(cc2)c2ccc(cc2)c2ccc(cc2)c2ccc(cc2)[*])cc1,232.0,470.0,
2999,[*]Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1c(c(c(c(c1c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)c1ccc(cc1)F)C(=O)c1ccc(cc1)[*],293.0,,
10855,[*]c1csc([*])c1,,,3.5591
8863,[*]c1ccc(cc1)C[*],,156.0,
1034,[*]SCC[*],-5.5,198.4428571,
478,[*]C(C[*])(CC(=O)OCCCC)C(=O)OCCCC,22.38,,
7593,[*]NNC(=O)c1c(cc(c(c1)Cl)C(=O)NNC(=O)c1cc(ccc1)C(=O)[*])Cl,,395.0,
2549,[*]C(C[*])(C(=O)OC1(C2CC3CC(CC1C3)C2)C)C,165.0,,
4137,[*]c1sc(nn1)c1ccc(cc1)C(=O)OCCCCCCCCCCOC(=O)c1ccc(cc1)[*],79.0,293.0,
7790,[*]OC(=O)CCCCCCC(=O)OCCNC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCC[*],,283.5,
7436,[*]NC(=O)CCCCCCCCC(=O)NCCCCCCCCCCCC[*],,182.725,
4813,[*]Nc1c2c(ccc1)c(ccc2)NC(=O)c1ccc(cc1)NC(=O)c1ccc(cc1)[Si](c1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)[*])(C)C,378.0,,
955,[*]Oc1ccc(cc1)c1ccc(cc1)OCC(CN(S(=O)(=O)c1cc(ccc1)S(=O)(=O)N(CC(C[*])O)C)C)O,58.0,,
10692,[*]CC(O)COC(=O)CCCCC(=O)OCC(O)COc1ccc(O[*])cc1,,,5.0285
7294,[*]N1CCN(CC1)CCC(=O)NCCNC(=O)CC[*],,231.0,
578,[*]OC([*])C,-21.07,165.0,6.9003
3380,[*]OP(=O)(OC(COc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OCC([*])CCl)CCl)Oc1ccccc1,48.0,,
8520,[*]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)C1C(C1C)C(=O)[*])(C)C,,130.0,
5085,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)Nc2ccc(cc2)Oc2cc(ccc2)Oc2ccc(cc2)NC(=O)c2cc(ccc2)[*])cc1,253.0,,
4105,[*]c1sc(cc1)c1sc(cc1)[Si]([Si]([*])(CCCC)CCCC)(CCCC)CCCC,-20.0,,
5341,[*]c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)Cc2cc(c(c(c2)C(C)C)N2C(=O)c3c(C2=O)cc(cc3)C([*])(C(F)(F)F)C(F)(F)F)C)C(C)C)cc1,276.0,,
11928,[*]C#CC#Cc1ccc([*])cc1,,,2.0489
435,[*]C(C[*])C(=O)Oc1cc(ccc1)C(=O)OC,38.0,,
4192,[*]c1sc(nn1)c1ccc(cc1)OC(=O)CCCCCCCCC(=O)Oc1ccc(cc1)C=C[*],30.0,218.0,
2253,[*]C(=C([*])C)[Si](CC[Si](C)(C)C)(C)C,200.0,,
5190,[*]N1C(=O)c2c(C1=O)cc(cc2)C(=O)c1cc2c(C(=O)N(C2=O)CC(=O)Nc2ccc(cc2)NC(=O)C[*])cc1,250.0,,
247,[*]C(C[*])OC(=O)c1cc(ccc1)Br,57.5,,
11826,[*]c1ccc2c(c1)c1cc([*])ccc1n2C=C,,,3.4876
8523,[*]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)[*])(CCC(=O)OCC)C,,170.0,
83,[*]C(C[*])c1ccc(cc1)CCCCCCCCCCCC,-52.0,,
1342,[*]NC(=O)c1cc(cc(c1)C(C)(C)C)C(=O)NCc1ccc(cc1)C[*],204.0,283.0,
1477,[*]Nc1ccc(cc1)CC(NC(=O)c1ccc(cc1)C(=O)[*])(C)C,175.0,360.0,
1375,[*]NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCC[*])(CC)C,177.5,,
767,[*]Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)[*])(C(F)(F)F)C(F)(F)F,197.73,255.0,
1203,[*]O[Sn](OC(=O)CCCCC(=O)[*])(CCCC)CCCC,110.0,235.85,
10399,[*]C=C([*])c1cc(C(F)(F)F)oc1C(F)(F)F,,,1.9958
3950,[*]c1oc(nn1)c1ccc(cc1)C(=O)OCCCCCCCCCCOc1ccc(cc1)C=C1C(=O)C(=Cc2ccc(cc2)OCCCCCCCCCCOC(=O)c2ccc(cc2)[*])CC1,58.0,123.0,
11786,[*]c1ccc2c(c1)c1cc([*])ccc1n2C(=O)NO,,,3.8619
66,[*]C(C[*])c1c(cccc1)C(=O)OCCCCCC,45.0,,
10143,[*]c1ccc2c(c1)Cc1cc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)ccc1-2,,,2.1333
11483,[*]C(=O)Nc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc([*])cc4C3=O)cc2)cc1,,,2.9178
7851,[*]OC(=O)CCCCSCCCCC(=O)OCCCCCCCCCC[*],,55.5,
10740,[*]C=Nc1ccccc1N=Cc1ccc(Sc2ccc([*])o2)o1,,,2.7375
1828,[*]C1C(=O)N(C(=O)C1C(C[*])(C)C)c1c(cccc1CC)CC,210.0,,
3451,[*]Oc1cc(ccc1)NC(=O)c1ccc(cc1)C(=O)Nc1cc(ccc1)OCCOCC[*],140.0,273.0,
6678,[*]c1ccc2n(c3c(c2c1)cc(cc3)c1c2cc(ccc2c(c2cc(ccc12)C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)[*])C=Cc1ccc(cc1)N(CCCCCC)CCCCCC)CCCCCCCC,131.0,,
7722,[*]OC(=O)CC(CCC(=O)OCCCCCCCCCCCCCCCCCCCC[*])C,,58.5,
2767,[*]c1cc2C(c3c(c2cc1)ccc(c3)[*])(CC(CCCC)CC)CC(CCCC)CC,27.64,,
8005,[*]OC(=O)c1c(cccc1)Nc1c(cccc1)C(=O)OC(=O)c1ccc(cc1)C(=O)[*],,251.5,
8295,[*]OCCCCCOCCCCCCCCCCOCCCCCCCCCC[*],,72.3,
12388,[*]O[Si](C)(Oc1ccc([*])cc1)c1ccccc1,,,4.1409
39,[*]C1CC(CC1)C=C[*],39.97,202.0,
9825,[*]CCC(C)C(C)CCNC(=O)c1cccc(C(=O)N[*])c1,,,4.994
1661,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2c(cccc2)Oc2ccc(cc2)[*])cc1,264.0,,
4946,[*]OC(=O)Nc1c(ccc(c1)NC(=O)OCCN(CC[*])c1c(cc(cc1)[N+](=O)[O-])C)C,98.0,,
4287,[*]Oc1c(cc(cc1)OC(=O)c1c(cc(cc1)C(=O)[*])Sc1ccccc1)C,130.0,259.0,
4619,[*]Oc1c(cccc1)C(=O)OC(=O)c1c(cccc1)OC(=O)c1cc(ccc1)C(=O)[*],105.0,,
385,[*]C(C[*])(C(=O)OC(C(F)(F)F)C(F)(F)F)C,73.0,,
4146,[*]c1sc(c(c1c1ccccc1)c1ccccc1)c1ccc(cc1)CC(=O)Nc1ccc(cc1)S(=O)(=O)c1ccc(cc1)NC(=O)Cc1ccc(cc1)[*],252.0,,
9370,[*]C(=O)COCCOCC(=O)N1CCN([*])CC1,,,5.6095
10410,[*]CC([*])N,,,5.222
10071,[*]CCCCCCCCCOC(=O)Nc1ccc(C)c(NC(=O)O[*])c1,,,4.9708
8755,[*]SSCCSSCCCCCCCCCC[*],,61.5,
5948,[*]c1cc2c(C(=O)N(C2=O)c2cc(c(cc2)c2c(cc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Oc2ccc(cc2)C2(CCC(CC2)C(C)(C)C)c2ccc(cc2)OC(=O)[*])C)C)cc1,217.0,,
10506,[*]CC(O)COc1ccc(C(C)(C)c2ccc(OCC(O)COc3ccc(S(=O)(=O)c4ccc(O[*])cc4)cc3)cc2)cc1,,,4.067
7687,[*]OC(=O)C(C(C(=O)OCCCC[*])OC)OC,,92.0,
7918,[*]OC(=O)NCCCNC(=O)OCCCCCC[*],,142.0,
10476,[*]C(F)(F)C(F)(F)C(F)(F)C([*])(F)C(F)(F)F,,,8.4323
3490,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCC(=O)[*])C(=O)OCCOCCOCC,27.0,,
5568,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2cc(c(c(c2)C(=O)OCCCCCCCCCCCCCCCC)c2c(cc(cc2Br)[*])C(=O)OCCCCCCCCCCCCCCCC)Br)cc1,92.0,,
8298,[*]OCCOCCCNC(=O)CCCCC(=O)NCCC[*],,177.5,
7408,[*]NC(=O)CCCCCC(=O)NCCCCC[*],,209.9375,
5486,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Oc1ccc(cc1)Oc1ccc(cc1)[*],242.0,,
2588,[*]C(C([*])(C(=O)OC(C([2H])([2H])[2H])([2H])[2H])C([2H])([2H])[2H])([2H])[2H],94.0,,
8851,[*]c1ccc(cc1)/C=C/c1c(cc(c(c1)CCCCCCC)/C=C/[*])CCCCCCC,,224.0,
7507,[*]NC(=O)NCCCCCCNC(=O)NCCCCCCCCCCCCCCCCCC[*],,192.0,
10305,[*]OS(=O)(=O)c1ccc([*])cc1,,,4.9308
9950,[*]C(=O)NCCCCCCNC(=O)c1cncc([*])c1,,,4.9388
4431,[*]OC(=O)C(NC(=O)C[*])C,54.6,235.0,
1420,[*]NC(CCC(CCCNC(=O)c1ccc(cc1)C(=O)[*])(C)C)C,150.0,,
2677,[*]C(C[*])(C(=O)OCCOc1ccc(cc1)N=Nc1ccc(cc1)OC)C,109.0,,
152,[*]C(C[*])c1c(ccc(c1)Br)OCCCCC,49.0,,
5348,[*]c1cc2c(C(=O)N(C2=O)c2c(cc(cc2C)C2(c3ccccc3c3ccccc23)c2cc(c(c(c2)C)N2C(=O)c3c(C2=O)cc(cc3)C([*])(C(F)(F)F)C(F)(F)F)C)C)cc1,361.0,,
11137,[*]Oc1ccc(C(=O)NNC(=O)c2cccc(C(=O)NNC(=O)c3ccc(OC(=O)c4cccc(C([*])=O)c4)cc3)c2)cc1,,,3.7359
7429,[*]NC(=O)CCCCCCCCC(=O)NC[*],,265.925,
10188,[*]c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N([*])C7=O)cc5)cc4)cc3C2=O)c1,,,3.1735
6402,[*]Oc1c(cc(cc1Cl)C1(C2CCC(C1)C2)c1cc(c(c(c1)Cl)OC(=O)[*])Cl)Cl,290.0,,
5103,[*]C1C(=O)N(C(=O)C1C(C[*])(C)C)C1CCCCC1,192.0,,
10093,[*]C(=O)OCC(C)(C)COC(=O)N1CCN([*])CC1,,,5.8163
7197,[*]N(CC[*])C(=O)CCCCCCCCC=C,,129.2,
3080,[*]c1c(nc2c(c1c1ccccc1)cc(cc2)Oc1cc2c(nc(c(c2c2ccccc2)c2ccc(cc2)Oc2ccc(cc2)[*])c2ccccc2)cc1)c1ccccc1,252.5,,
11554,[*]C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc([*])cc6C5=O)cc4)cc2)C3=O)c(C)c1,,,2.6804
10806,[*]OC(=O)OCCOCCOCCOCCOC(=O)OC1COC2C([*])COC12,,,6.2534
6659,[*]N(c1ccc(cc1)c1ccc(cc1)[*])c1ccc(cc1)C(F)(F)F,225.0,,
8667,[*]S(=O)(=O)c1ccc(cc1)C(=O)NCC(CNC(=O)c1ccc(cc1)[*])(C)C,,284.0,
12238,[*]CNC(=O)ONC(=O)NO[*],,,6.8117
4981,[*]OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCN(CC[*])c1ccccc1,31.9,,
2805,[*]Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)Oc1cc(ccc1)C(=O)[*])(C)C,85.0,,
4921,[*]Nc1cc(cc(c1)C(=O)Oc1ccc(cc1)Oc1cc(c(cc1)C#N)C#N)NC(=O)c1cc(ccc1)C(=O)[*],305.0,,
1280,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)Nc2ccc(cc2)C(=O)OCCCCCCOC(=O)[*])cc1,107.0,315.0,
3164,[*]c1sc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1sc(cc1)C(=O)[*])(C)C,124.0,,
10099,[*]C(=O)OCCCCCCOC(=O)N1CCN([*])CC1,,,5.9678
10431,[*]C=CC1CC([*])C(C(=O)OCCNC(C)(C)C)C1,,,5.2249
1815,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2cc3c(cc2Oc2ccc(cc2)N2C(=O)c4c(C2=O)cc(cc4)C(=O)[*])cccc3)cc1,246.0,,
5961,[*]c1cc2c(C(=O)N(C2=O)c2cc(ccc2)P(=O)(c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)c2nc(cc(c2)c2ccccc2)c2ccc(cc2)NC(=O)[*])c2ccccc2)cc1,258.0,,
7112,[*]C1CC(CC1)C[*],,134.0,
622,[*]OC(=O)c1cc(ccc1)C(=O)OCCOCC[*],16.0,66.66666667,
12280,[*]C(F)(F)CC(F)(F)O[*],,,9.1417
1587,[*]OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCC1CCC(CC1)C[*],134.0,212.3333333,
2826,[*]Oc1c(c(c(c(c1)C)[*])C)Br,280.15,,
10656,[*]CCCCCCCCCOc1ccc(C=CC=Cc2ccc(O[*])cc2)cc1,,,3.5795
4553,[*]Oc1ccc(cc1)N=Nc1cc(c(cc1)S(=O)(=O)c1c(cc(cc1)N=Nc1ccc(cc1)OC(=O)c1ccc(cc1)N=Nc1ccc(cc1)C(=O)[*])[N+](=O)[O-])[N+](=O)[O-],150.0,,
2152,[*]C(C[*])c1ccc(cc1)COCCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,53.33,83.5,
5360,[*]c1c2C(=O)N(C(=O)c2c(c2ccccc12)c1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)Oc1ccc(cc1)[*])C,283.0,,
3361,[*]Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCOc1ccc(cc1)C(=O)[*])S(=O)(=O)c1ccccc1,112.6,,
3773,[*]Oc1ccc(cc1)SSc1ccc(cc1)[*],74.9,,
10378,[*]C=C([*])c1cccc(C#C)c1,,,0.069
12065,[*]CCON[*],,,5.6784
7295,[*]N1CCN(CC1)CCC(=O)OCC(COC(=O)CC[*])(CC)COC(=O)CC[*],,44.32333333,
917,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(cc1Oc1cc3c(C(=O)N(C3=O)c3cc(ccc3)[*])cc1)cccc2,228.75,,
937,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(cc1)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)c2ccc(cc2)Oc2ccc(cc2)[*])cc1,230.0,,
1469,[*]Nc1ccc(cc1)NC(=O)c1ccc(cc1)P(=O)(c1ccc(cc1)C(=O)[*])c1ccccc1,252.0,,
10339,[*]CC([*])(C)c1ncncn1,,,4.5942
7209,[*]N(CC[*])C(=O)c1ccc(cc1)OCC=C,,240.5,
3159,[*]Oc1cc(ccc1)OCC(C[*])O,65.0,,
4202,[*]c1ccc2N(c3c(Sc2c1)cc(cc3)c1sc(cc1)c1sc(cc1)[*])CCCCCCCCCC,142.0,,
2814,[*]C1OCC(OC1)CNC(=O)CCCCCCCCC(=O)NC[*],73.0,262.0,
4630,[*]OC(=O)CCCCCCCCC(=O)OCC(=O)NCCCCCCNC(=O)C[*],2.0,114.0,
2259,[*]C(C[*])N1C(=S)CCC1,80.0,,
8915,[*]c1ncc(cc1)C(=O)NCCCCCCCCNC(=O)[*],,232.0,
11771,[*]c1cc(CCCCCCCC)c([*])[nH]1,,,2.9335
3386,[*]c1oc(nn1)c1c2c(c(cc1)Oc1ccc(cc1)C(c1ccc(cc1)Oc1c3c(c(cc1)[*])cccc3)(C(F)(F)F)C(F)(F)F)cccc2,220.0,,
4158,[*]c1sc(cc1SCCCCCCCC)c1sc(c(c1)SCCCCCCCC)c1ccc(cc1)[*],60.35,,
8861,[*]c1ccc(cc1)C(=C([*])c1ccccc1)c1ccccc1,,210.0,
1005,[*]Oc1ccc(cc1)C(c1cc(ccc1)C(c1ccc(cc1)Oc1ccc(cc1)C(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)c1ccc(cc1)[*])(C)C)(C)C,149.0,,
4569,[*]OC(=O)CNC(=O)C[*],67.0,199.0,
4412,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)CCCC(=O)[*])C(=O)OCCCCCC,43.0,,
3500,[*]Oc1ccc(cc1)CC(NC(=O)CCc1ccc(cc1)OC(=O)COCCOCC(=O)[*])C(=O)OCC,53.0,,
5683,[*]N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)OCCCCCCOc2cc(ccc2)[*])cc1,157.0,,
2869,[*]C1c2c(OC1[*])cccc2,65.2,,
6268,[*]N1C(=O)c2c(C1=O)c(ccc2)c1cc2c(C(=O)N(C2=O)c2cc(ccc2)Oc2cc(ccc2)Oc2cc(ccc2)[*])cc1,213.0,,
2773,[*]OC(=O)CCCCCCCCCCC(=O)OCCOCC[*],-71.0,,
3907,[*]Oc1c(cc(cc1)OC(=O)c1ccc(cc1)OCCCCCCCCCCCCOc1ccc(cc1)C(=O)[*])C=Cc1ccncc1,91.35,,
12073,[*]CC(=O)C(C=C1)=CC=C1C(=O)[*],,,4.4703
6044,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)N(c2ccc(cc2)[*])c2ccc(cc2)C#N)cc1,358.0,,
453,[*]C(C[*])(C(=O)OCC(CCCC)CC)C,-10.0,,
4533,[*]OC(C(=O)[*])CC,15.0,,
5307,[*]c1cc2c(C(=O)N(C2=O)c2ccc(cc2)OCCOCCOc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C([*])(C(F)(F)F)C(F)(F)F)cc1,187.5,,
4908,[*]c1ccc2c(nc([nH]2)c2cc(ccc2)c2nc3c([nH]2)ccc(c3)C(=O)Nc2nc(ccc2)NC(=O)[*])c1,302.0,,
11165,[*]Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C([*])=O)cc4)cc3)CCC(C(C)(C)C)CC2)cc1,,,3.1462
7599,[*]NNC(=O)c1cc(ccc1)C(=O)NNC(=O)C1CC(CCC1)C(=O)[*],,315.0,
3610,[*]C1COC2C1OCC2OC(=O)C(NC(=O)CCCCCCC(=O)NC(C(=O)O[*])Cc1ccccc1)Cc1ccccc1,91.0,,
11970,[*]CC([*])(F)C(=O)OCCC,,,6.5259
9934,[*]C(=O)C1CCCN1[*],,,5.5773
4570,[*]O[Si](CCCC(=O)Oc1ccc(cc1)C=Nc1ccc(cc1)N=Cc1ccc(cc1)OC(=O)CCC[Si]([*])(C)C)(C)C,60.0,126.0,
2328,[*]C1C(CC(C1)C=C[*])([Si]([Si](C)(C)C)(C)C)C#N,120.0,,
10215,[*]OC(=O)c1ccc(CCCCCCc2ccc(C([*])=O)cc2)cc1,,,4.5994
7343,[*]NC(=O)C(C(=O)NCCCCCC[*])CCCCC,,151.0,
2866,[*]c1ccc2c3n(c4ccc(cc4n3)c3cc4n5c(nc4cc3)c3cccc4c(ccc(c5=O)c34)Oc3ccc(cc3)C3(c4ccccc4C(=O)c4ccccc34)c3ccc(cc3)O[*])c(=O)c3cccc1c23,428.0,,
8902,[*]c1nc(sc1)N=Cc1cc(c(cc1)OCCCCCCCCOc1c(cc(cc1)C=Nc1nc(cs1)c1ccc(cc1)Oc1ccc(cc1)[*])OC)OC,,175.0,
3397,[*]OP(=O)(N=Nc1ccc(cc1)Oc1ccc(cc1)N=NP(=O)(OCCOCC[*])OC)OC,32.0,,
10241,[*]Oc1ccc(C(C)(C)c2ccc(OC([*])=O)cc2)cc1,,,5.2059
8683,[*]SC(=O)CCCC[*],,117.5,
8582,[*]Oc1ccc(cc1)OC(=O)c1cc(ccc1)Oc1ccc(cc1)c1ccc(cc1)Oc1cc(ccc1)C(=O)[*],,326.0,
11938,[*]C=Cc1cc(OC)c([*])cc1Br,,,1.9302
9893,[*]CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N[*],,,5.9174
8307,[*]OCOCCCCCCCCC[*],,54.5,
11531,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,,,3.252
2567,[*]C(C[*])(C(=O)OCCCCCCCCCCCOc1ccc(cc1)N=Nc1ccc(cc1)OC(=O)c1cc2c(OCCOCCOCCOCCO2)cc1)C,59.0,,
1580,[*]OC(=O)Nc1ccc(cc1)CCCc1ccc(cc1)NC(=O)OCC[*],74.1,207.0,
1646,[*]N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)[*])cc1,298.0,,
8215,[*]OC1C=CC(CC1)[*],,218.5,
42,[*]C1(CCCCC1)C[*],100.0,210.0,
9208,[*]CC([*])C(N)=O,,,6.3386
2619,[*]C(C[*])(C(=O)OCC(=O)N1CCOCC1)C,128.0,,
1367,[*]NC(=O)c1cc(ccc1)C(=O)NCC1CC(CC(C1)C(C)(C)C)C[*],209.0,,
1656,[*]N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCCCC[*])cc1,145.0,211.0,
